994,456.00
991,473.00
993,363.00
992,901.00
991,1009.00
989,412.00
989,1023.00
988,838.00
987,368.00
987,1023.00
986,1005.00
984,934.00
983,960.00
982,1023.00
980,1023.00
980,954.00
980,839.00
980,1023.00
980,439.00
980,368.00
980,415.00
980,369.00
981,857.00
980,1023.00
972,365.00
959,715.00
954,942.00
952,634.00
951,772.00
950,1023.00
949,1023.00
947,356.00
946,1015.00
946,355.00
1005,1023.00
1005,576.00
1004,509.00
1004,608.00
999,419.00
981,939.00
980,364.00
964,0.00
956,357.00
953,696.00
951,369.00
949,366.00
948,366.00
948,1023.00
946,453.00
945,500.00
944,441.00
943,340.00
942,516.00
941,484.00
940,585.00
939,364.00
938,469.00
937,341.00
936,628.00
934,340.00
933,362.00
932,474.00
930,359.00
929,335.00
927,658.00
926,360.00
925,348.00
924,972.00
922,353.00
921,969.00
919,345.00
918,354.00
916,358.00
915,390.00
913,350.00
912,357.00
911,593.00
909,995.00
907,587.00
905,348.00
904,664.00
903,1009.00
901,339.00
900,933.00
897,769.00
895,686.00
893,336.00
892,331.00
890,529.00
888,880.00
887,332.00
885,665.00
884,330.00
881,736.00
880,330.00
879,716.00
910,0.00
970,596.00
957,577.00
968,577.00
983,584.00
983,584.00
975,578.00
954,562.00
954,563.00
950,561.00
950,550.00
950,554.00
949,554.00
951,560.00
968,567.00
972,568.00
958,561.00
970,561.00
987,578.00
987,571.00
978,563.00
985,554.00
975,566.00
989,568.00
943,550.00
944,546.00
944,550.00
943,535.00
957,549.00
973,556.00
982,557.00
981,558.00
977,553.00
952,543.00
953,545.00
1006,549.00
1005,555.00
1005,0.00
757,0.00
640,0.00
642,0.00
643,0.00
653,0.00
653,0.00
653,0.00
653,0.00
653,0.00
652,0.00
651,0.00
651,0.00
650,0.00
650,0.00
649,0.00
649,0.00
648,0.00
648,0.00
647,0.00
647,0.00
646,0.00
645,0.00
644,0.00
643,0.00
642,0.00
642,150.00
641,138.00
640,14.00
639,7.00
638,0.00
637,1.00
636,111.00
635,154.00
634,142.00
633,0.00
632,0.00
631,0.00
630,0.00
629,0.00
628,0.00
627,79.00
625,236.00
567,655.00
931,540.00
930,556.00
930,563.00
931,537.00
929,564.00
928,567.00
926,568.00
926,548.00
925,544.00
922,540.00
782,793.00
782,496.00
781,492.00
781,492.00
781,493.00
779,484.00
777,499.00
775,511.00
777,489.00
776,490.00
775,490.00
775,486.00
773,489.00
776,478.00
772,489.00
768,488.00
764,487.00
766,489.00
763,486.00
759,481.00
757,485.00
753,482.00
750,479.00
749,479.00
732,471.00
727,465.00
729,494.00
733,471.00
723,491.00
715,499.00
710,456.00
706,500.00
703,460.00
697,455.00
691,496.00
687,457.00
679,452.00
673,448.00
656,631.00
667,428.00
665,428.00
665,429.00
668,435.00
656,428.00
656,429.00
651,423.00
642,481.00
628,411.00
639,437.00
630,423.00
621,404.00
603,407.00
596,396.00
580,413.00
564,0.00
681,617.00
685,915.00
697,931.00
705,265.00
696,930.00
686,256.00
688,909.00
649,879.00
633,266.00
658,249.00
679,913.00
686,855.00
695,925.00
702,931.00
720,751.00
721,943.00
702,828.00
710,512.00
697,465.00
696,517.00
693,407.00
690,444.00
689,411.00
700,390.00
706,412.00
701,499.00
701,429.00
698,391.00
693,387.00
691,384.00
688,383.00
684,500.00
679,498.00
680,452.00
682,408.00
678,489.00
678,470.00
681,416.00
679,412.00
683,470.00
682,428.00
682,468.00
682,445.00
677,459.00
674,455.00
676,440.00
628,425.00
626,467.00
674,403.00
677,455.00
673,460.00
670,452.00
671,437.00
653,0.00
663,0.00
657,0.00
653,0.00
646,0.00
634,0.00
636,0.00
630,0.00
622,0.00
610,0.00
592,112.00
564,41.00
562,115.00
565,52.00
559,48.00
545,22.00
534,0.00
524,0.00
520,0.00
515,101.00
421,0.00
428,0.00
425,0.00
421,0.00
421,0.00
408,0.00
401,0.00
393,0.00
387,0.00
386,0.00
353,0.00
354,0.00
359,0.00
414,0.00
453,0.00
439,0.00
451,0.00
417,0.00
410,0.00
388,0.00
388,0.00
380,0.00
373,0.00
364,0.00
356,0.00
360,0.00
392,0.00
355,0.00
333,0.00
419,0.00
415,0.00
303,0.00
405,0.00
681,434.00
682,437.00
679,419.00
776,493.00
775,496.00
773,492.00
771,495.00
770,507.00
768,488.00
757,494.00
756,496.00
756,484.00
754,493.00
438,354.00
459,393.00
348,299.00
412,336.00
394,289.00
457,353.00
711,470.00
715,365.00
713,279.00
25,0.00
24,649.00
23,0.00
23,636.00
23,0.00
23,634.00
21,61.00
75,669.00
26,0.00
25,217.00
11,455.00
733,532.00
732,946.00
729,285.00
727,389.00
726,927.00
724,678.00
723,787.00
722,941.00
721,303.00
720,936.00
719,487.00
719,281.00
718,296.00
717,353.00
717,387.00
716,275.00
3,0.00
3,500.00
3,637.00
3,0.00
2,0.00
2,0.00
2,310.00
2,0.00
3,636.00
2,0.00
3,632.00
2,0.00
2,537.00
2,0.00
3,201.00
3,411.00
2,0.00
3,636.00
3,622.00
3,640.00
2,533.00
3,635.00
3,390.00
3,0.00
3,83.00
3,636.00
3,641.00
3,624.00
2,0.00
3,228.00
2,0.00
2,615.00
0,98.00
0,637.00
0,0.00
0,154.00
0,97.00
0,0.00
0,0.00
0,475.00
0,612.00
0,623.00
0,638.00
0,0.00
0,0.00
0,0.00
0,633.00
0,601.00
0,0.00
0,0.00
0,0.00
0,388.00
0,617.00
0,0.00
0,640.00
0,0.00
0,0.00
0,638.00
0,0.00
0,0.00
0,0.00
0,34.00
0,194.00
0,0.00
0,225.00
0,0.00
0,169.00
0,241.00
0,560.00
0,617.00
0,0.00
5,563.00
3,48.00
3,0.00
3,22.00
2,0.00
2,481.00
2,514.00
2,159.00
2,0.00
2,489.00
2,0.00
1,0.00
1,0.00
2,630.00
2,619.00
2,641.00
2,636.00
2,42.00
1,0.00
2,510.00
1,0.00
1,85.00
7,640.00
8,636.00
8,588.00
8,0.00
3,619.00
3,0.00
7,522.00
7,0.00
11,254.00
6,0.00
8,0.00
0,0.00
43,648.00
53,659.00
752,599.00
55,623.00
55,52.00
54,647.00
52,547.00
0,0.00
0,0.00
0,155.00
0,0.00
0,506.00
0,617.00
0,0.00
0,0.00
0,0.00
0,0.00
0,424.00
0,291.00
0,640.00
0,306.00
0,512.00
0,521.00
0,343.00
0,639.00
0,608.00
0,38.00
0,581.00
0,85.00
0,0.00
0,441.00
0,0.00
0,223.00
0,0.00
0,37.00
0,0.00
0,336.00
0,620.00
0,0.00
0,0.00
0,0.00
0,638.00
0,316.00
0,15.00
0,625.00
0,622.00
0,0.00
0,78.00
0,598.00
0,0.00
0,0.00
0,0.00
0,613.00
0,0.00
0,638.00
0,0.00
0,0.00
0,452.00
0,639.00
0,322.00
0,615.00
0,0.00
0,38.00
0,0.00
0,544.00
0,420.00
0,0.00
0,0.00
0,349.00
0,0.00
0,639.00
0,639.00
0,496.00
0,632.00
0,0.00
0,412.00
0,630.00
0,639.00
0,0.00
0,0.00
0,247.00
0,0.00
