918,587.00
896,529.00
904,532.00
909,534.00
913,535.00
924,994.00
927,541.00
917,548.00
933,547.00
935,537.00
936,397.00
1000,549.00
997,537.00
995,529.00
962,530.00
997,541.00
1001,545.00
997,547.00
989,538.00
952,0.00
949,479.00
945,0.00
940,514.00
970,535.00
928,0.00
923,0.00
928,0.00
913,0.00
908,0.00
903,0.00
897,282.00
896,312.00
900,456.00
898,376.00
896,422.00
892,403.00
660,705.00
656,609.00
652,400.00
646,391.00
641,484.00
637,433.00
633,691.00
629,473.00
625,482.00
620,319.00
615,682.00
609,408.00
603,678.00
598,575.00
593,564.00
587,593.00
582,670.00
578,285.00
573,670.00
567,672.00
562,263.00
556,439.00
550,388.00
543,330.00
535,531.00
526,518.00
514,644.00
502,632.00
488,330.00
469,572.00
450,222.00
429,534.00
400,432.00
367,323.00
274,561.00
228,169.00
196,347.00
159,106.00
119,135.00
80,467.00
46,72.00
21,91.00
7,118.00
1,176.00
1,111.00
