956,770.00
947,774.00
946,570.00
946,567.00
951,603.00
952,566.00
951,572.00
952,565.00
953,627.00
950,562.00
950,572.00
950,559.00
950,538.00
950,564.00
955,567.00
949,0.00
948,0.00
948,0.00
948,412.00
948,430.00
948,418.00
948,429.00
949,553.00
950,548.00
949,553.00
949,544.00
931,516.00
949,552.00
948,544.00
945,548.00
950,553.00
952,553.00
949,553.00
951,565.00
952,0.00
952,31.00
951,412.00
952,464.00
951,502.00
955,0.00
952,0.00
952,0.00
952,0.00
953,0.00
952,0.00
955,0.00
950,0.00
950,0.00
950,0.00
950,0.00
950,0.00
950,0.00
950,0.00
949,0.00
949,0.00
949,0.00
948,0.00
948,0.00
948,0.00
948,77.00
948,0.00
948,0.00
948,0.00
948,0.00
948,0.00
948,0.00
852,0.00
847,0.00
861,0.00
852,0.00
897,0.00
943,585.00
944,524.00
942,553.00
939,541.00
944,553.00
944,539.00
957,544.00
950,563.00
951,568.00
951,546.00
950,563.00
950,543.00
949,540.00
950,568.00
950,664.00
948,465.00
947,564.00
949,546.00
949,493.00
993,566.00
995,579.00
994,572.00
995,571.00
995,610.00
988,563.00
997,568.00
998,560.00
982,486.00
984,541.00
985,589.00
985,546.00
985,579.00
986,587.00
986,553.00
986,603.00
987,546.00
986,460.00
951,522.00
951,599.00
964,539.00
963,584.00
961,529.00
961,571.00
960,549.00
928,544.00
926,532.00
926,530.00
930,522.00
934,546.00
934,540.00
924,505.00
923,522.00
923,539.00
922,536.00
972,515.00
984,681.00
992,559.00
996,684.00
997,518.00
984,478.00
986,593.00
986,450.00
979,505.00
969,601.00
969,0.00
980,0.00
988,0.00
989,0.00
990,0.00
991,0.00
989,0.00
982,0.00
965,0.00
961,0.00
960,0.00
959,0.00
959,0.00
959,0.00
959,0.00
959,0.00
958,0.00
958,0.00
957,391.00
957,433.00
956,401.00
956,606.00
956,352.00
955,370.00
954,0.00
953,0.00
953,0.00
952,0.00
951,0.00
951,0.00
950,0.00
949,0.00
948,0.00
946,0.00
946,0.00
945,0.00
943,0.00
942,0.00
941,0.00
894,0.00
1000,700.00
998,696.00
990,602.00
965,516.00
957,637.00
948,362.00
934,1009.00
925,365.00
922,352.00
923,700.00
922,640.00
922,553.00
921,487.00
918,527.00
919,402.00
917,651.00
916,538.00
912,537.00
905,364.00
888,1009.00
869,336.00
852,748.00
851,557.00
858,754.00
848,679.00
839,707.00
850,321.00
860,769.00
864,591.00
881,0.00
881,0.00
880,0.00
879,0.00
872,0.00
870,0.00
866,0.00
876,0.00
862,0.00
861,0.00
875,0.00
876,0.00
876,0.00
866,0.00
867,0.00
863,0.00
842,0.00
829,0.00
812,0.00
799,0.00
775,0.00
768,0.00
765,0.00
762,0.00
763,0.00
791,0.00
780,0.00
790,0.00
799,0.00
798,0.00
797,0.00
794,0.00
796,0.00
794,0.00
794,0.00
793,0.00
792,0.00
790,0.00
790,0.00
790,0.00
790,0.00
790,0.00
788,0.00
785,0.00
784,0.00
777,0.00
768,0.00
762,0.00
756,0.00
753,0.00
743,0.00
736,0.00
739,0.00
741,0.00
741,0.00
740,0.00
729,0.00
725,0.00
733,0.00
748,0.00
745,0.00
762,0.00
767,0.00
777,0.00
783,0.00
787,0.00
792,0.00
796,0.00
798,0.00
799,0.00
801,0.00
776,0.00
794,0.00
800,0.00
796,0.00
793,0.00
788,0.00
783,0.00
782,0.00
779,0.00
775,0.00
775,0.00
774,0.00
772,0.00
772,0.00
773,0.00
774,0.00
773,0.00
773,0.00
777,0.00
778,0.00
777,0.00
778,0.00
776,0.00
774,0.00
774,0.00
774,0.00
773,0.00
772,0.00
775,0.00
774,0.00
773,0.00
773,0.00
774,0.00
774,0.00
770,0.00
762,0.00
770,0.00
776,0.00
780,0.00
782,0.00
782,0.00
782,0.00
780,0.00
779,0.00
778,0.00
776,0.00
774,0.00
773,0.00
768,0.00
763,0.00
760,0.00
754,0.00
750,0.00
744,0.00
738,0.00
731,0.00
725,0.00
720,0.00
603,0.00
602,0.00
783,513.00
632,423.00
629,406.00
632,406.00
633,404.00
642,410.00
647,406.00
648,424.00
645,404.00
655,410.00
639,399.00
692,423.00
732,441.00
764,454.00
719,433.00
696,422.00
745,443.00
729,434.00
806,467.00
801,472.00
746,439.00
757,446.00
799,893.00
800,473.00
799,473.00
809,478.00
807,478.00
796,475.00
769,430.00
714,430.00
727,422.00
754,451.00
765,454.00
756,844.00
637,490.00
609,389.00
609,391.00
610,391.00
578,375.00
562,369.00
561,367.00
558,368.00
565,368.00
603,387.00
607,388.00
626,396.00
715,441.00
727,444.00
765,0.00
769,0.00
767,0.00
760,0.00
739,0.00
697,0.00
662,395.00
673,415.00
697,427.00
716,414.00
713,431.00
670,302.00
666,323.00
661,376.00
624,7.00
628,0.00
614,0.00
595,0.00
569,0.00
547,0.00
534,0.00
539,0.00
541,0.00
534,0.00
536,0.00
552,0.00
546,0.00
532,0.00
536,0.00
455,323.00
479,504.00
510,260.00
483,482.00
447,240.00
462,241.00
460,290.00
450,517.00
448,241.00
444,507.00
440,526.00
398,371.00
396,309.00
406,228.00
395,0.00
398,0.00
378,226.00
380,288.00
380,0.00
354,0.00
372,0.00
360,0.00
354,0.00
348,0.00
350,0.00
335,0.00
333,0.00
323,0.00
332,0.00
333,0.00
329,0.00
314,0.00
310,0.00
287,0.00
281,0.00
275,0.00
272,0.00
271,0.00
236,0.00
242,0.00
796,0.00
223,0.00
255,0.00
197,0.00
168,0.00
169,0.00
160,0.00
189,0.00
278,0.00
255,0.00
363,0.00
584,0.00
596,0.00
589,0.00
593,0.00
593,0.00
594,0.00
596,0.00
590,0.00
589,0.00
582,0.00
576,0.00
571,0.00
568,0.00
568,0.00
564,0.00
559,0.00
558,0.00
555,194.00
555,156.00
562,156.00
554,169.00
553,19.00
566,0.00
