78,349
88,328
18,431
13,411
11,417
15,420
15,455
55,195
50,389
14,392
15,409
16,423
17,418
15,417
16,419
21,404
33,396
38,346
104,291
44,273
66,294
32,294
36,293
62,283
64,294
64,294
66,294
67,284
66,259
67,286
54,302
46,303
59,301
62,303
65,300
62,301
101,302
105,300
93,302
77,300
72,300
69,300
71,299
82,302
101,304
113,307
129,307
63,305
49,304
51,302
72,302
73,298
69,302
95,302
97,304
95,306
98,307
95,237
214,0
150,0
149,0
150,0
153,0
153,548
152,441
150,149
149,229
150,166
154,207
158,361
159,534
160,216
160,148
163,362
166,400
168,247
170,457
171,127
173,549
175,211
176,430
177,291
178,544
179,534
179,536
179,196
179,231
180,176
179,221
179,130
179,165
183,536
185,440
188,496
187,545
191,471
191,117
194,223
194,519
195,111
194,109
194,318
198,493
198,246
194,523
193,223
195,396
191,539
184,121
183,302
182,225
182,239
182,129
181,140
182,519
181,206
179,453
179,112
177,527
176,541
176,145
176,164
176,490
178,315
181,430
183,415
186,114
188,528
191,207
190,373
190,129
189,533
192,118
202,421
196,116
191,120
192,541
192,149
193,333
194,344
194,220
196,480
195,287
197,361
199,111
204,111
207,389
214,110
230,122
237,350
253,120
268,514
279,144
283,423
284,461
284,253
275,161
252,362
236,140
226,546
226,131
219,124
213,112
211,286
211,385
210,192
207,364
203,528
197,375
192,354
184,116
183,224
189,301
188,409
186,146
184,259
180,447
175,432
171,187
168,259
168,516
183,275
187,129
195,352
198,328
209,543
210,196
216,117
223,127
223,114
206,253
193,0
213,0
361,167
203,563
193,119
202,1023
211,1023
226,1023
233,308
253,454
260,498
254,549
258,997
219,973
222,212
225,655
229,412
246,365
335,399
228,383
315,366
227,325
261,295
203,278
196,262
195,262
189,290
188,291
189,281
189,80
189,240
183,230
176,145
177,322
181,224
182,308
178,281
172,247
166,0
163,283
165,270
167,238
167,288
180,268
168,241
166,203
163,127
159,120
162,197
165,178
170,159
180,210
192,238
195,221
196,229
193,236
193,222
193,220
197,54
197,104
195,51
197,4
193,0
193,0
196,243
202,16
201,203
199,228
197,218
198,255
193,234
192,120
195,194
203,203
209,253
216,190
230,138
240,157
245,196
253,114
259,212
267,143
276,141
287,88
298,113
308,165
325,137
338,187
335,205
322,157
321,181
329,86
335,74
336,63
342,105
352,36
372,39
393,55
414,191
435,237
442,58
448,10
453,107
464,0
468,0
478,0
488,150
491,134
496,104
507,112
517,66
526,36
533,92
541,188
546,224
546,55
548,117
556,183
568,198
574,79
575,56
585,48
595,17
601,11
606,82
614,39
626,30
644,11
669,54
695,78
718,119
739,111
756,10
775,60
796,122
435,142
446,0
460,0
459,0
463,0
467,0
471,0
474,0
477,0
479,0
481,0
483,0
485,0
486,0
495,0
500,0
489,0
522,0
516,0
543,0
518,0
553,0
554,0
556,0
563,0
565,234
517,0
457,146
465,192
465,12
462,420
463,0
464,0
369,0
367,282
367,568
328,254
329,0
329,89
328,0
329,0
329,0
329,204
330,267
330,187
330,0
330,148
330,0
329,0
329,0
330,0
330,43
329,0
333,0
331,219
331,266
331,0
331,0
334,0
331,268
331,0
332,134
368,363
540,0
335,225
474,413
345,0
344,0
344,0
345,80
344,714
330,1023
1007,237
1007,13
1007,0
1007,0
1007,0
1007,0
1007,0
312,435
316,972
318,12
319,0
320,213
322,0
322,453
323,135
322,0
323,0
323,0
323,223
525,87.89
526,25585.94
527,17822.27
526,8886.72
530,17236.33
533,37695.31
532,16650.39
528,41308.59
525,9326.17
524,41308.59
528,8642.58
526,8544.92
526,35449.22
526,18945.31
526,8398.44
526,8496.09
526,33740.23
